#;Team;P
1;Leicester;81
2;Arsenal;71
3;Tottenham;70
4;Man City;66
5;Man United;66
6;Southampton;63
7;West Ham;62
8;Liverpool;60
9;Stoke;51
10;Chelsea;50
11;Everton;47
12;Swansea;47
13;Watford;45
14;West Brom;43
15;Crystal Palace;42
16;Bournemouth;42
17;Sunderland;39
18;Newcastle;37
19;Norwich;34
20;Aston Villa;17
