#;Team;P
1;Chelsea;87
2;Man City;79
3;Arsenal;75
4;Man United;70
5;Tottenham;64
6;Liverpool;62
7;Southampton;60
8;Swansea;56
9;Stoke;54
10;Crystal Palace;48
11;Everton;47
12;West Ham;47
13;West Brom;44
14;Leicester;41
15;Newcastle;39
16;Sunderland;38
17;Aston Villa;38
18;Hull;35
19;Burnley;33
20;QPR;30
