#;Team;P
1;Man City;89
2;Man United;89
3;Arsenal;70
4;Tottenham;69
5;Newcastle;65
6;Chelsea;64
7;Everton;56
8;Liverpool;52
9;Fulham;52
10;West Brom;47
11;Swansea;47
12;Norwich;47
13;Sunderland;45
14;Stoke;45
15;Wigan;43
16;Aston Villa;38
17;QPR;37
18;Bolton;36
19;Blackburn;31
20;Wolves;25
