#;Team;P
1;Man City;86
2;Liverpool;84
3;Chelsea;82
4;Arsenal;79
5;Everton;72
6;Tottenham;69
7;Man United;64
8;Southampton;56
9;Stoke;50
10;Newcastle;49
11;Crystal Palace;45
12;Swansea;42
13;West Ham;40
14;Sunderland;38
15;Aston Villa;38
16;Hull;37
17;West Brom;36
18;Norwich;33
19;Fulham;32
20;Cardiff;30
