#;Team;P
1;Man United;80
2;Chelsea;71
3;Man City;71
4;Arsenal;68
5;Tottenham;62
6;Liverpool;58
7;Everton;54
8;Fulham;49
9;Aston Villa;48
10;Sunderland;47
11;West Brom;47
12;Newcastle;46
13;Stoke;46
14;Bolton;46
15;Blackburn;43
16;Wigan;42
17;Wolves;40
18;Birmingham;39
19;Blackpool;39
20;West Ham;33
