#;Team;P
1;Man United;89
2;Man City;78
3;Chelsea;75
4;Arsenal;73
5;Tottenham;72
6;Everton;63
7;Liverpool;61
8;West Brom;49
9;Swansea;46
10;West Ham;46
11;Norwich;44
12;Fulham;43
13;Stoke;42
14;Southampton;41
15;Aston Villa;41
16;Newcastle;41
17;Sunderland;39
18;Wigan;36
19;Reading;28
20;QPR;25
